mean_1,mean_2,mean_3,mean_4,mean_5,Global_Maximum,Global_Maximum_Interval,Count_Local_Max_1,Count_Local_Max_2,Count_Local_Max_3,Count_Local_Max_4,Count_Local_Max_5,Count_Local_Min_1,Count_Local_Min_2,Count_Local_Min_3,Count_Local_Min_4,Count_Local_Min_5,Diff_Local_Max_Min_Interval_1,Diff_Local_Max_Min_Interval_2,Diff_Local_Max_Min_Interval_3,Diff_Local_Max_Min_Interval_4,Diff_Local_Max_Min_Interval_5,CGM_Displacement_Interval_1,CGM_Displacement_Interval_2,CGM_Displacement_Interval_3,CGM_Displacement_Interval_4,CGM_Displacement_Interval_5,CGM_Velocity_Interval_1,CGM_Velocity_Interval_2,CGM_Velocity_Interval_3,CGM_Velocity_Interval_4,CGM_Velocity_Interval_5,Label
148.0,178.83333333333334,210.83333333333334,191.16666666666666,183.5,218.0,3,1,0,1,0,0,1,0,0,0,1,1.0,0.0,18.0,0.0,0.0,5.0,-44.0,-16.0,24.0,-12.0,1.0,-8.8,-3.2,4.8,-2.0,1
101.83333333333333,106.83333333333333,100.33333333333333,93.66666666666667,139.66666666666666,151.0,5,1,2,1,0,1,3,2,0,1,0,5.0,5.0,4.0,0.0,34.0,-1.0,-3.0,16.0,-25.0,-32.0,-0.2,-0.6,3.2,-5.0,-5.333333333333333,0
62.0,81.0,134.16666666666666,188.66666666666666,239.16666666666666,244.0,5,1,1,0,0,1,1,1,0,0,1,5.0,34.0,0.0,0.0,15.0,1.0,-45.0,-54.0,-54.0,-17.0,0.2,-9.0,-10.8,-10.8,-2.8333333333333335,0
208.66666666666666,191.33333333333334,179.0,149.33333333333334,140.83333333333334,220.0,1,1,1,1,1,1,0,3,0,1,1,30.0,1.0,9.0,14.0,4.0,-17.0,14.0,28.0,-11.0,0.0,-3.4,2.8,5.6,-2.2,0.0,1
189.66666666666666,152.0,100.33333333333333,83.66666666666667,64.33333333333333,196.0,1,1,1,1,0,0,1,1,1,0,1,8.0,5.0,7.0,0.0,130.0,13.0,32.0,40.0,13.0,2.0,2.6,6.4,8.0,2.6,0.3333333333333333,0
173.16666666666666,256.0,301.5,305.1666666666667,291.1666666666667,313.0,4,0,0,2,1,1,0,0,1,1,1,0.0,0.0,19.0,4.0,3.0,-71.0,-63.0,-18.0,11.0,15.0,-14.2,-12.6,-3.6,2.2,2.5,1
66.83333333333333,64.0,57.166666666666664,59.166666666666664,76.83333333333333,73.0,2,3,0,1,1,0,2,2,2,1,0,8.0,0.0,1.0,2.0,0.0,-5.0,15.0,4.0,-5.0,-25.0,-1.0,3.0,0.8,-1.0,-4.166666666666667,0
165.66666666666666,184.16666666666666,212.83333333333334,167.0,127.66666666666667,221.0,3,2,1,1,0,1,2,1,0,1,0,3.0,13.0,17.0,60.0,0.0,-2.0,-18.0,-3.0,48.0,35.0,-0.4,-3.6,-0.6,9.6,5.833333333333333,0
146.66666666666666,175.16666666666666,231.33333333333334,200.0,141.5,243.0,3,1,0,1,0,0,1,0,0,0,1,13.0,0.0,26.0,0.0,0.0,-8.0,-56.0,-8.0,40.0,28.0,-1.6,-11.2,-1.6,8.0,4.666666666666667,0
185.66666666666666,196.16666666666666,208.33333333333334,198.0,220.0,214.0,5,1,0,2,1,1,1,0,1,2,1,19.0,0.0,5.0,5.0,1.0,-18.0,-14.0,5.0,-7.0,-25.0,-3.6,-2.8,1.0,-1.4,-4.166666666666667,1
218.5,243.16666666666666,211.66666666666666,124.16666666666667,133.33333333333334,249.0,2,0,2,0,0,0,0,1,0,1,0,0.0,3.0,0.0,0.0,0.0,-51.0,8.0,50.0,55.0,-33.0,-10.2,1.6,10.0,11.0,-5.5,1
170.16666666666666,206.66666666666666,228.33333333333334,249.5,213.33333333333334,271.0,4,0,1,0,1,2,0,1,0,1,1,0.0,14.0,0.0,24.0,1.0,-33.0,-11.0,-35.0,17.0,5.0,-6.6,-2.2,-7.0,3.4,0.8333333333333334,1
98.33333333333333,122.0,124.0,135.0,150.16666666666666,157.0,5,1,2,1,2,1,1,2,1,1,0,36.0,2.0,1.0,1.0,19.0,-21.0,4.0,-10.0,5.0,-12.0,-4.2,0.8,-2.0,1.0,-2.0,0
134.33333333333334,154.66666666666666,212.0,243.66666666666666,199.66666666666666,247.0,4,0,0,0,2,0,1,0,0,1,0,0.0,0.0,0.0,4.0,0.0,-4.0,-25.0,-53.0,6.0,55.0,-0.8,-5.0,-10.6,1.2,9.166666666666666,1
254.33333333333334,253.66666666666666,236.33333333333334,229.33333333333334,215.5,263.0,2,2,1,1,1,1,2,2,1,1,0,9.0,2.0,9.0,3.0,11.0,-5.0,37.0,-9.0,32.0,-10.0,-1.0,7.4,-1.8,6.4,-1.6666666666666667,0
127.66666666666667,125.83333333333333,134.0,148.66666666666666,142.5,153.0,4,1,1,0,1,0,2,1,0,0,0,0.0,4.0,0.0,11.0,1.0,9.0,-5.0,-11.0,-10.0,20.0,1.8,-1.0,-2.2,-2.0,3.3333333333333335,0
220.0,185.33333333333334,133.83333333333334,132.5,149.33333333333334,228.0,1,1,0,0,0,1,1,0,1,0,1,4.0,0.0,0.0,71.0,6.0,20.0,30.0,40.0,-17.0,-12.0,4.0,6.0,8.0,-3.4,-2.0,1
154.0,154.0,155.66666666666666,150.16666666666666,150.66666666666666,158.0,3,0,0,2,1,0,0,1,0,1,2,0.0,0.0,4.0,5.0,3.0,0.0,0.0,1.0,-2.0,1.0,0.0,0.0,0.2,-0.4,0.16666666666666666,0
155.0,170.5,192.66666666666666,182.0,163.16666666666666,197.0,3,0,0,1,1,1,0,0,1,0,3,0.0,0.0,10.0,0.0,1.0,-10.0,-22.0,-4.0,23.0,3.0,-2.0,-4.4,-0.8,4.6,0.5,0
121.16666666666667,158.16666666666666,218.0,263.1666666666667,236.5,276.0,4,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,27.0,0.0,-30.0,-34.0,-61.0,-27.0,95.0,-6.0,-6.8,-12.2,-5.4,15.833333333333334,1
258.6666666666667,271.1666666666667,274.3333333333333,287.1666666666667,285.3333333333333,292.0,4,0,2,2,3,0,0,2,1,1,2,0.0,4.0,1.0,1.0,0.0,-13.0,-5.0,-1.0,0.0,-9.0,-2.6,-1.0,-0.2,0.0,-1.5,0
96.66666666666667,92.16666666666667,107.0,107.16666666666667,142.66666666666666,120.0,4,2,0,1,1,0,1,1,0,2,0,3.0,0.0,21.0,1.0,0.0,-1.0,-5.0,-16.0,12.0,-71.0,-0.2,-1.0,-3.2,2.4,-11.833333333333334,0
250.66666666666666,257.5,239.16666666666666,175.0,110.33333333333333,262.0,2,2,1,0,0,0,1,0,0,0,0,10.0,11.0,0.0,0.0,0.0,-9.0,-10.0,45.0,63.0,19.0,-1.8,-2.0,9.0,12.6,3.1666666666666665,1
254.66666666666666,292.5,327.0,320.1666666666667,234.66666666666666,333.0,4,0,0,2,2,0,1,0,1,1,0,0.0,65.0,9.0,16.0,0.0,-18.0,-33.0,-2.0,22.0,95.0,-3.6,-6.6,-0.4,4.4,15.833333333333334,0
92.83333333333333,133.83333333333334,149.83333333333334,78.33333333333333,85.83333333333333,163.0,3,0,0,1,0,1,1,0,0,1,0,0.0,0.0,1.0,4.0,7.0,-8.0,-51.0,36.0,39.0,-7.0,-1.6,-10.2,7.2,7.8,-1.1666666666666667,1
173.66666666666666,200.0,197.0,146.33333333333334,108.16666666666667,221.0,2,2,1,0,1,0,1,1,0,1,2,21.0,37.0,0.0,0.0,0.0,-20.0,-34.0,49.0,26.0,25.0,-4.0,-6.8,9.8,5.2,4.166666666666667,1
87.16666666666667,131.16666666666666,186.0,221.16666666666666,240.83333333333334,220.0,4,0,0,0,1,0,2,0,0,1,0,0.0,0.0,0.0,1.0,0.0,-19.0,-38.0,-59.0,-9.0,-17.0,-3.8,-7.6,-11.8,-1.8,-2.8333333333333335,1
260.3333333333333,267.0,272.8333333333333,273.3333333333333,257.8333333333333,278.0,4,1,0,1,1,0,2,0,1,1,0,1.0,0.0,1.0,9.0,0.0,-1.0,-10.0,5.0,-5.0,22.0,-0.2,-2.0,1.0,-1.0,3.6666666666666665,0
274.8333333333333,313.5,335.8333333333333,331.3333333333333,341.5,347.0,3,0,0,1,1,1,0,0,1,1,0,0.0,0.0,7.0,21.0,4.0,-29.0,-43.0,21.0,-21.0,5.0,-5.8,-8.6,4.2,-4.2,0.8333333333333334,0
184.33333333333334,224.5,251.66666666666666,263.1666666666667,208.66666666666666,281.0,4,0,2,1,1,0,0,1,0,1,0,0.0,36.0,45.0,1.0,0.0,-30.0,-36.0,-37.0,45.0,49.0,-6.0,-7.2,-7.4,9.0,8.166666666666666,1
225.16666666666666,200.33333333333334,149.66666666666666,102.16666666666667,100.5,232.0,1,1,0,0,2,0,0,0,0,1,2,12.0,0.0,0.0,4.0,0.0,2.0,23.0,63.0,4.0,3.0,0.4,4.6,12.6,0.8,0.5,1
138.5,193.83333333333334,164.33333333333334,131.66666666666666,121.16666666666667,202.0,2,0,2,0,2,0,1,0,0,1,2,0.0,27.0,0.0,3.0,0.0,-31.0,-26.0,56.0,2.0,1.0,-6.2,-5.2,11.2,0.4,0.16666666666666666,1
139.0,74.83333333333333,99.5,122.16666666666667,130.16666666666666,169.0,1,0,0,0,1,1,0,1,0,1,1,0.0,0.0,0.0,15.0,2.0,63.0,-1.0,-21.0,-15.0,-4.0,12.6,-0.2,-4.2,-3.0,-0.6666666666666666,0
269.0,232.33333333333334,179.66666666666666,134.16666666666666,125.33333333333333,275.0,1,1,0,0,2,0,0,0,0,2,0,14.0,0.0,0.0,9.0,0.0,-4.0,44.0,46.0,2.0,28.0,-0.8,8.8,9.2,0.4,4.666666666666667,1
226.16666666666666,235.5,247.83333333333334,286.0,247.5,296.0,4,1,1,1,1,0,1,1,1,0,0,0.0,21.0,32.0,30.0,0.0,7.0,-6.0,-32.0,-25.0,70.0,1.4,-1.2,-6.4,-5.0,11.666666666666666,0
116.66666666666667,93.33333333333333,91.66666666666667,119.5,175.83333333333334,124.0,1,2,1,1,0,0,0,2,2,0,0,1.0,2.0,1.0,0.0,0.0,20.0,6.0,-1.0,-38.0,-59.0,4.0,1.2,-0.2,-7.6,-9.833333333333334,1
156.5,196.33333333333334,234.5,265.5,246.5,281.0,4,0,0,2,2,0,0,0,1,1,0,0.0,0.0,22.0,34.0,0.0,-36.0,-28.0,-19.0,-33.0,54.0,-7.2,-5.6,-3.8,-6.6,9.0,0
206.16666666666666,206.5,208.0,199.5,192.5,219.0,4,1,1,1,1,0,1,1,1,2,0,0.0,20.0,20.0,0.0,0.0,7.0,-20.0,-8.0,34.0,-36.0,1.4,-4.0,-1.6,6.8,-6.0,1
177.83333333333334,188.5,184.16666666666666,174.5,132.16666666666666,196.0,3,2,2,2,1,0,1,2,1,0,0,16.0,0.0,13.0,0.0,0.0,-13.0,3.0,18.0,23.0,41.0,-2.6,0.6,3.6,4.6,6.833333333333333,0
308.1666666666667,244.83333333333334,182.83333333333334,124.33333333333333,136.33333333333334,329.0,1,1,1,1,0,0,1,1,1,1,0,3.0,0.0,12.0,184.0,0.0,33.0,66.0,34.0,17.0,-17.0,6.6,13.2,6.8,3.4,-2.8333333333333335,1
189.16666666666666,178.83333333333334,191.0,192.33333333333334,215.83333333333334,218.0,5,1,0,1,1,1,0,2,0,1,1,0.0,0.0,19.0,42.0,0.0,3.0,11.0,-14.0,-28.0,-4.0,0.6,2.2,-2.8,-5.6,-0.6666666666666666,0
232.16666666666666,226.16666666666666,169.0,150.83333333333334,155.33333333333334,252.0,2,0,1,1,0,1,1,0,1,1,0,0.0,16.0,13.0,0.0,3.0,8.0,38.0,4.0,-2.0,10.0,1.6,7.6,0.8,-0.4,1.6666666666666667,1
127.16666666666667,127.16666666666667,163.83333333333334,202.66666666666666,238.5,241.0,5,0,0,0,0,2,1,0,0,0,1,0.0,0.0,0.0,0.0,9.0,47.0,-19.0,-36.0,-30.0,-11.0,9.4,-3.8,-7.2,-6.0,-1.8333333333333333,1
274.5,217.83333333333334,163.83333333333334,152.0,150.83333333333334,299.0,1,0,0,0,2,0,0,0,1,0,0,0.0,0.0,0.0,36.0,155.0,49.0,45.0,60.0,-36.0,18.0,9.8,9.0,12.0,-7.2,3.0,1
106.83333333333333,106.83333333333333,93.33333333333333,90.0,92.66666666666667,109.0,2,1,2,2,1,0,2,1,2,3,1,2.0,1.0,0.0,2.0,0.0,0.0,7.0,5.0,0.0,-8.0,0.0,1.4,1.0,0.0,-1.3333333333333333,0
120.5,95.83333333333333,89.33333333333333,73.16666666666667,83.16666666666667,123.0,1,2,0,2,2,2,1,1,0,3,1,4.0,0.0,10.0,9.0,4.0,4.0,29.0,7.0,-1.0,-3.0,0.8,5.8,1.4,-0.2,-0.5,1
199.16666666666666,176.0,187.5,182.33333333333334,173.33333333333334,206.0,1,2,0,2,0,1,1,1,1,1,0,11.0,0.0,23.0,0.0,4.0,1.0,18.0,-22.0,15.0,22.0,0.2,3.6,-4.4,3.0,3.6666666666666665,0
225.83333333333334,205.66666666666666,157.66666666666666,141.5,120.16666666666667,235.0,1,1,1,1,1,0,1,1,1,1,1,2.0,1.0,4.0,7.0,93.0,17.0,42.0,6.0,5.0,-17.0,3.4,8.4,1.2,1.0,-2.8333333333333335,0
187.16666666666666,166.5,126.83333333333333,111.33333333333333,100.5,191.0,1,1,0,0,0,0,0,0,0,0,0,11.0,0.0,0.0,0.0,0.0,-10.0,35.0,24.0,12.0,5.0,-2.0,7.0,4.8,2.4,0.8333333333333334,0
87.5,96.33333333333333,121.66666666666667,131.33333333333334,127.66666666666667,135.0,4,1,0,0,1,0,3,0,0,0,1,1.0,0.0,0.0,1.0,0.0,2.0,-21.0,-18.0,7.0,-14.0,0.4,-4.2,-3.6,1.4,-2.3333333333333335,1
280.3333333333333,238.33333333333334,181.16666666666666,156.5,82.0,304.0,1,0,1,0,1,0,0,1,1,0,1,0.0,1.0,0.0,18.0,0.0,45.0,33.0,56.0,28.0,42.0,9.0,6.6,11.2,5.6,7.0,0
137.66666666666666,169.0,178.5,174.83333333333334,130.0,190.0,4,0,2,2,0,0,0,2,1,0,0,0.0,20.0,15.0,0.0,0.0,-18.0,-20.0,-13.0,30.0,44.0,-3.6,-4.0,-2.6,6.0,7.333333333333333,1
178.0,160.33333333333334,148.0,178.83333333333334,210.83333333333334,218.0,5,0,1,1,0,1,0,1,1,0,0,0.0,0.0,1.0,0.0,18.0,0.0,30.0,5.0,-44.0,-16.0,0.0,6.0,1.0,-8.8,-2.6666666666666665,0
190.0,102.33333333333333,80.66666666666667,94.83333333333333,102.16666666666667,221.0,1,0,1,0,2,1,0,1,1,2,0,0.0,13.0,0.0,16.0,4.0,67.0,38.0,26.0,-16.0,-2.0,13.4,7.6,5.2,-3.2,-0.3333333333333333,1
208.33333333333334,225.83333333333334,201.16666666666666,179.66666666666666,185.0,240.0,2,0,1,0,1,1,1,0,0,1,1,0.0,44.0,0.0,18.0,0.0,33.0,-42.0,53.0,-13.0,11.0,6.6,-8.4,10.6,-2.6,1.8333333333333333,1
222.0,211.66666666666666,204.83333333333334,145.66666666666666,93.16666666666667,237.0,1,0,1,0,0,0,0,2,0,0,0,0.0,19.0,0.0,0.0,172.0,29.0,-17.0,38.0,43.0,54.0,5.8,-3.4,7.6,8.6,9.0,0
183.33333333333334,197.0,219.0,238.83333333333334,222.33333333333334,244.0,4,1,1,1,2,1,1,1,0,2,0,24.0,2.0,37.0,9.0,1.0,-24.0,-4.0,-34.0,-5.0,45.0,-4.8,-0.8,-6.8,-1.0,7.5,1
189.33333333333334,209.16666666666666,193.16666666666666,182.0,175.5,213.0,2,0,2,1,1,0,0,1,1,1,2,0.0,6.0,0.0,0.0,0.0,-21.0,1.0,11.0,8.0,-1.0,-4.2,0.2,2.2,1.6,-0.16666666666666666,0
138.66666666666666,113.66666666666667,125.5,156.83333333333334,135.0,167.0,4,1,0,0,2,0,1,1,0,1,0,0.0,0.0,0.0,6.0,0.0,16.0,19.0,-40.0,26.0,0.0,3.2,3.8,-8.0,5.2,0.0,1
197.5,199.16666666666666,177.5,166.66666666666666,181.66666666666666,204.0,1,2,2,1,0,1,1,1,1,1,2,23.0,1.0,0.0,0.0,5.0,-22.0,13.0,17.0,-3.0,-1.0,-4.4,2.6,3.4,-0.6,-0.16666666666666666,0
170.83333333333334,195.5,203.83333333333334,197.0,149.0,211.0,2,0,1,0,1,0,0,0,1,0,0,0.0,33.0,0.0,7.0,0.0,-13.0,-33.0,12.0,9.0,69.0,-2.6,-6.6,2.4,1.8,11.5,0
171.33333333333334,185.66666666666666,166.66666666666666,161.0,151.16666666666666,194.0,2,1,1,1,2,1,1,0,1,3,1,30.0,9.0,3.0,0.0,1.0,-34.0,11.0,6.0,9.0,3.0,-6.8,2.2,1.2,1.8,0.5,1
165.83333333333334,90.16666666666667,87.5,105.0,114.33333333333333,187.0,1,0,0,1,1,2,0,1,1,1,0,0.0,0.0,1.0,15.0,3.0,55.0,28.0,-5.0,-18.0,5.0,11.0,5.6,-1.0,-3.6,0.8333333333333334,0
199.83333333333334,181.33333333333334,175.5,171.33333333333334,175.83333333333334,208.0,1,0,2,1,2,0,0,2,2,2,0,0.0,0.0,0.0,2.0,27.0,18.0,7.0,7.0,-2.0,-10.0,3.6,1.4,1.4,-0.4,-1.6666666666666667,0
218.66666666666666,237.16666666666666,248.5,217.5,228.66666666666666,266.0,3,1,2,1,1,1,0,2,0,3,1,56.0,3.0,28.0,0.0,4.0,-56.0,0.0,3.0,10.0,-31.0,-11.2,0.0,0.6,2.0,-5.166666666666667,1
159.83333333333334,178.66666666666666,188.83333333333334,187.83333333333334,150.16666666666666,196.0,4,0,2,1,1,1,1,0,2,0,1,0.0,20.0,0.0,3.0,13.0,-12.0,-20.0,-3.0,20.0,-11.0,-2.4,-4.0,-0.6,4.0,-1.8333333333333333,0
170.83333333333334,177.16666666666666,174.33333333333334,145.5,113.5,184.0,3,1,1,0,0,0,0,1,0,0,0,18.0,10.0,0.0,0.0,0.0,-17.0,1.0,19.0,28.0,41.0,-3.4,0.2,3.8,5.6,6.833333333333333,1
197.66666666666666,225.33333333333334,226.16666666666666,245.83333333333334,200.16666666666666,261.0,4,0,2,1,1,1,0,1,1,0,1,0.0,2.0,14.0,19.0,7.0,-41.0,7.0,-2.0,28.0,-3.0,-8.2,1.4,-0.4,5.6,-0.5,1
189.16666666666666,231.5,251.33333333333334,207.66666666666666,152.66666666666666,259.0,3,1,0,1,0,0,0,2,0,0,1,76.0,0.0,10.0,0.0,0.0,-73.0,-10.0,7.0,50.0,29.0,-14.6,-2.0,1.4,10.0,4.833333333333333,1
237.66666666666666,225.5,176.5,103.16666666666667,89.0,244.0,1,2,0,0,0,1,0,0,0,2,2,20.0,0.0,0.0,0.0,1.0,-18.0,25.0,47.0,49.0,-3.0,-3.6,5.0,9.4,9.8,-0.5,1
160.33333333333334,144.83333333333334,148.66666666666666,138.83333333333334,154.0,179.0,1,0,1,1,0,1,2,1,0,1,1,0.0,1.0,11.0,0.0,3.0,32.0,10.0,-5.0,-5.0,-9.0,6.4,2.0,-1.0,-1.0,-1.5,1
194.33333333333334,134.33333333333334,114.33333333333333,106.16666666666667,92.66666666666667,225.0,1,0,0,1,2,0,0,1,0,1,0,0.0,0.0,4.0,4.0,142.0,62.0,36.0,7.0,-2.0,23.0,12.4,7.2,1.4,-0.4,3.8333333333333335,0
215.83333333333334,190.83333333333334,159.66666666666666,157.0,174.5,234.0,1,0,2,0,1,1,1,1,2,1,0,0.0,0.0,0.0,30.0,15.0,42.0,11.0,42.0,-29.0,-14.0,8.4,2.2,8.4,-5.8,-2.3333333333333335,1
135.16666666666666,194.83333333333334,229.5,246.16666666666666,243.5,250.0,4,0,1,1,2,0,1,1,1,1,0,0.0,33.0,31.0,8.0,0.0,-29.0,-33.0,-31.0,1.0,-9.0,-5.8,-6.6,-6.2,0.2,-1.5,0
74.0,73.83333333333333,83.83333333333333,88.16666666666667,131.16666666666666,88.0,3,0,1,1,1,0,0,1,1,1,0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,-4.0,-27.0,-46.0,0.0,0.0,-0.8,-5.4,-7.666666666666667,0
67.83333333333333,70.16666666666667,85.33333333333333,105.33333333333333,133.33333333333334,68.0,1,1,0,0,0,0,2,1,0,0,0,1.0,0.0,0.0,0.0,0.0,4.0,-6.0,-18.0,-15.0,-33.0,0.8,-1.2,-3.6,-3.0,-5.5,0
227.83333333333334,162.83333333333334,106.5,112.0,117.66666666666667,252.0,1,0,0,0,1,0,0,0,1,0,0,141.0,0.0,0.0,55.0,0.0,48.0,52.0,47.0,-54.0,19.0,9.6,10.4,9.4,-10.8,3.1666666666666665,1
124.5,154.66666666666666,87.5,88.66666666666667,89.33333333333333,163.0,2,0,1,0,1,1,0,0,1,0,1,0.0,8.0,0.0,27.0,1.0,-51.0,18.0,63.0,-27.0,30.0,-10.2,3.6,12.6,-5.4,5.0,0
